epoch,accuracy,loss,val_accuracy,val_loss
0,0.496381014585495,1.0456947088241577,0.4930555522441864,1.0441497564315796
1,0.5013028383255005,1.0310500860214233,0.48657408356666565,1.0123140811920166
2,0.6750144958496094,0.7617887854576111,0.5583333373069763,0.9905081391334534
3,0.8886798024177551,0.31788402795791626,0.5472221970558167,1.259424090385437
4,0.9554139971733093,0.14199921488761902,0.5208333134651184,1.4804540872573853
5,0.9668500423431396,0.09818167239427567,0.4870370328426361,1.8353826999664307
6,0.9704689979553223,0.07882639020681381,0.5037037134170532,1.888288974761963
7,0.9737985134124756,0.0663013830780983,0.48055556416511536,2.208462953567505
8,0.9755356311798096,0.05551879480481148,0.4851851761341095,2.2169108390808105
9,0.9782860279083252,0.04752210155129433,0.45370370149612427,2.5319504737854004
10,0.9756803512573242,0.04707460477948189,0.4879629611968994,2.4026317596435547
11,0.9797336459159851,0.041713565587997437,0.47777777910232544,2.509260654449463
12,0.979444146156311,0.040528371930122375,0.4731481373310089,2.5867245197296143
13,0.9804574251174927,0.03772364929318428,0.5046296119689941,2.591123342514038
14,0.9792993664741516,0.03681427985429764,0.4893518388271332,2.557302713394165
15,0.979444146156311,0.035898007452487946,0.4694444537162781,2.7484750747680664
16,0.9816155433654785,0.03370483219623566,0.519444465637207,2.580548048019409
17,0.9807469844818115,0.03715045005083084,0.4879629611968994,2.7312097549438477
18,0.9800231456756592,0.03454035148024559,0.4967592656612396,2.6287779808044434
19,0.9801679253578186,0.033324550837278366,0.5023148059844971,2.635150671005249
20,0.9797336459159851,0.03330938518047333,0.4967592656612396,2.76995587348938
21,0.9808917045593262,0.03144560009241104,0.4842592477798462,2.9034156799316406
22,0.9797336459159851,0.03294749557971954,0.5037037134170532,2.819066047668457
23,0.981181263923645,0.03214642405509949,0.47685185074806213,2.8548853397369385
24,0.9817602634429932,0.030699843540787697,0.49259260296821594,2.8699522018432617
25,0.9816155433654785,0.030054206028580666,0.47592592239379883,2.9902992248535156
26,0.9797336459159851,0.03160542622208595,0.4828703701496124,2.778237819671631
27,0.981181263923645,0.03407005965709686,0.489814817905426,2.708326816558838
28,0.9817602634429932,0.030890971422195435,0.4981481432914734,2.8894500732421875
29,0.9813259840011597,0.02934441715478897,0.4888888895511627,2.861006736755371
30,0.9826288223266602,0.028757184743881226,0.47592592239379883,3.093104362487793
31,0.9816155433654785,0.028990192338824272,0.47268518805503845,3.106691837310791
32,0.9827736020088196,0.028616085648536682,0.4842592477798462,3.0849499702453613
33,0.9824841022491455,0.029047777876257896,0.47175925970077515,3.2322404384613037
34,0.9840764403343201,0.028935538604855537,0.4662036895751953,3.2734358310699463
35,0.9832078814506531,0.028487520292401314,0.47453704476356506,3.0763049125671387
36,0.9826288223266602,0.0308501236140728,0.47870370745658875,3.1238338947296143
37,0.982049822807312,0.030978059396147728,0.4842592477798462,3.0770649909973145
38,0.9819050431251526,0.029987748712301254,0.49259260296821594,2.973712682723999
39,0.9826288223266602,0.028306832537055016,0.46851852536201477,3.08815336227417
40,0.9813259840011597,0.030093390494585037,0.48379629850387573,3.158937931060791
41,0.982918381690979,0.028343116864562035,0.4851851761341095,3.0759618282318115
42,0.9824841022491455,0.02742856927216053,0.48564815521240234,3.138512134552002
43,0.985813558101654,0.027199851348996162,0.48148149251937866,3.166250228881836
44,0.9843659400939941,0.026939021423459053,0.5046296119689941,3.144031286239624
45,0.9836421608924866,0.027476603165268898,0.4800925850868225,2.995060682296753
46,0.9834973812103271,0.028586694970726967,0.4828703701496124,3.184299945831299
47,0.9824841022491455,0.027503496035933495,0.4893518388271332,3.287785053253174
48,0.9817602634429932,0.02797061763703823,0.4828703701496124,3.2137651443481445
49,0.9833526611328125,0.027393408119678497,0.4740740656852722,3.3763647079467773
